,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
691,1466064,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL431733,=,nM,5360.0,CHEMBL251,Homo sapiens,Ki,nM,5360.0
692,1466067,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL375190,=,nM,363.0,CHEMBL251,Homo sapiens,Ki,nM,363.0
693,1466070,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL574597,=,nM,8530.0,CHEMBL251,Homo sapiens,Ki,nM,8530.0
694,1466072,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL317052,=,nM,297.0,CHEMBL251,Homo sapiens,Ki,nM,297.0
695,1466074,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL318928,=,nM,190.0,CHEMBL251,Homo sapiens,Ki,nM,190.0
696,1466180,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL98278,=,nM,1.5,CHEMBL251,Homo sapiens,Ki,nM,1.5
697,1466209,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL184557,=,nM,4000.0,CHEMBL251,Homo sapiens,Ki,nM,4000.0
698,1466331,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL400414,=,nM,4000.0,CHEMBL251,Homo sapiens,Ki,nM,4000.0
699,1466336,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL188482,=,nM,3300.0,CHEMBL251,Homo sapiens,Ki,nM,3300.0
700,1466341,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL361075,=,nM,4000.0,CHEMBL251,Homo sapiens,Ki,nM,4000.0
701,1466474,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL231891,=,nM,1800.0,CHEMBL251,Homo sapiens,Ki,nM,1800.0
702,1466489,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL363458,=,nM,52.0,CHEMBL251,Homo sapiens,Ki,nM,52.0
703,1466494,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL186443,=,nM,4100.0,CHEMBL251,Homo sapiens,Ki,nM,4100.0
704,1466499,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL361072,=,nM,2500.0,CHEMBL251,Homo sapiens,Ki,nM,2500.0
705,1473548,CHEMBL828281,Displacement of [3H]CGS-21680 binding to Adenosine A2 receptor expressed in CHO cells,B,CHEMBL119709,=,nM,56.0,CHEMBL251,Homo sapiens,Ki,nM,56.0
706,1473552,CHEMBL828281,Displacement of [3H]CGS-21680 binding to Adenosine A2 receptor expressed in CHO cells,B,CHEMBL431733,=,nM,448.0,CHEMBL251,Homo sapiens,Ki,nM,448.0
707,1473557,CHEMBL828281,Displacement of [3H]CGS-21680 binding to Adenosine A2 receptor expressed in CHO cells,B,CHEMBL464859,=,nM,12.2,CHEMBL251,Homo sapiens,Ki,nM,12.2
708,1473561,CHEMBL828281,Displacement of [3H]CGS-21680 binding to Adenosine A2 receptor expressed in CHO cells,B,CHEMBL265587,=,nM,95.2,CHEMBL251,Homo sapiens,Ki,nM,95.2
709,1481844,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL446698,=,nM,39000.0,CHEMBL251,Homo sapiens,Ki,uM,39.0
710,1481956,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL188592,=,nM,1700.0,CHEMBL251,Homo sapiens,Ki,uM,1.7
711,1481974,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL366216,=,nM,6100.0,CHEMBL251,Homo sapiens,Ki,uM,6.1
712,1481977,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL187458,=,nM,4120.0,CHEMBL251,Homo sapiens,Ki,uM,4.12
713,1481980,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL365026,=,nM,46000.0,CHEMBL251,Homo sapiens,Ki,uM,46.0
714,1481983,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL2113046,=,nM,7730.0,CHEMBL251,Homo sapiens,Ki,uM,7.73
715,1482079,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL363419,=,nM,16000.0,CHEMBL251,Homo sapiens,Ki,uM,16.0
716,1482085,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL191270,=,nM,14000.0,CHEMBL251,Homo sapiens,Ki,uM,14.0
717,1482088,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL188967,=,nM,1200.0,CHEMBL251,Homo sapiens,Ki,uM,1.2
718,1482092,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL188958,=,nM,2950.0,CHEMBL251,Homo sapiens,Ki,uM,2.95
719,1499387,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL439336,=,nM,68.5,CHEMBL251,Homo sapiens,Ki,nM,68.5
720,1499389,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL196436,=,nM,34.9,CHEMBL251,Homo sapiens,Ki,nM,34.9
721,1499391,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL194383,=,nM,270.5,CHEMBL251,Homo sapiens,Ki,nM,270.5
722,1499393,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL193761,=,nM,6.8,CHEMBL251,Homo sapiens,Ki,nM,6.8
723,1499395,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL372064,=,nM,381.0,CHEMBL251,Homo sapiens,Ki,nM,381.0
724,1499397,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195866,=,nM,22.0,CHEMBL251,Homo sapiens,Ki,nM,22.0
725,1499503,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL371436,=,nM,12.3,CHEMBL251,Homo sapiens,Ki,nM,12.3
726,1499505,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195410,=,nM,7.7,CHEMBL251,Homo sapiens,Ki,nM,7.7
727,1499507,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195294,=,nM,10.0,CHEMBL251,Homo sapiens,Ki,nM,10.0
728,1499509,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195330,=,nM,21.5,CHEMBL251,Homo sapiens,Ki,nM,21.5
729,1499511,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL424827,=,nM,20.5,CHEMBL251,Homo sapiens,Ki,nM,20.5
730,1499513,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL371615,=,nM,4.5,CHEMBL251,Homo sapiens,Ki,nM,4.5
731,1499515,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL372928,=,nM,26.0,CHEMBL251,Homo sapiens,Ki,nM,26.0
732,1499517,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL197148,=,nM,8.7,CHEMBL251,Homo sapiens,Ki,nM,8.7
733,1499519,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL372475,=,nM,2.8,CHEMBL251,Homo sapiens,Ki,nM,2.8
734,1499521,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195543,=,nM,6.3,CHEMBL251,Homo sapiens,Ki,nM,6.3
735,1499526,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL193414,=,nM,7.1,CHEMBL251,Homo sapiens,Ki,nM,7.1
736,1499528,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL193613,=,nM,5.6,CHEMBL251,Homo sapiens,Ki,nM,5.6
737,1499530,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195364,=,nM,1.4,CHEMBL251,Homo sapiens,Ki,nM,1.4
738,1499631,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195503,=,nM,3.1,CHEMBL251,Homo sapiens,Ki,nM,3.1
739,1499633,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL17127,=,nM,4.3,CHEMBL251,Homo sapiens,Ki,nM,4.3
740,1516628,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL444550,=,nM,470.0,CHEMBL251,Homo sapiens,Ki,nM,470.0
741,1516866,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL2113642,=,nM,3200.0,CHEMBL251,Homo sapiens,Ki,nM,3200.0
742,1516880,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL2113608,=,nM,2780.0,CHEMBL251,Homo sapiens,Ki,nM,2780.0
743,1516898,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL2113640,=,nM,4000.0,CHEMBL251,Homo sapiens,Ki,nM,4000.0
744,1517005,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL73809,=,nM,5800.0,CHEMBL251,Homo sapiens,Ki,nM,5800.0
745,1517018,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL606495,=,nM,4890.0,CHEMBL251,Homo sapiens,Ki,nM,4890.0
746,1517024,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL400189,=,nM,7560.0,CHEMBL251,Homo sapiens,Ki,nM,7560.0
747,1517034,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL251997,=,nM,4560.0,CHEMBL251,Homo sapiens,Ki,nM,4560.0
748,1517133,CHEMBL841788,Binding affinity for human adenosine A2a receptor subtype expressed in CHO cells,B,CHEMBL251997,=,nM,9580.0,CHEMBL251,Homo sapiens,Ki,nM,9580.0
749,1517136,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL66393,=,nM,121.0,CHEMBL251,Homo sapiens,Ki,nM,121.0
750,1517142,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL444550,=,nM,680.0,CHEMBL251,Homo sapiens,Ki,nM,680.0
751,1517148,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL464859,=,nM,16.0,CHEMBL251,Homo sapiens,Ki,nM,16.0
752,1517154,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL2113418,=,nM,220.0,CHEMBL251,Homo sapiens,Ki,nM,220.0
753,1517160,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL119709,=,nM,40.0,CHEMBL251,Homo sapiens,Ki,nM,40.0
754,1517274,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL431733,=,nM,401.0,CHEMBL251,Homo sapiens,Ki,nM,401.0
755,1517280,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL194031,=,nM,1260.0,CHEMBL251,Homo sapiens,Ki,nM,1260.0
756,1517292,CHEMBL841788,Binding affinity for human adenosine A2a receptor subtype expressed in CHO cells,B,CHEMBL363807,=,nM,2300.0,CHEMBL251,Homo sapiens,Ki,nM,2300.0
757,1518238,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL66393,=,nM,140.0,CHEMBL251,Homo sapiens,Ki,nM,140.0
758,1518349,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL307199,=,nM,200.0,CHEMBL251,Homo sapiens,Ki,nM,200.0
759,1518355,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL193385,=,nM,1400.0,CHEMBL251,Homo sapiens,Ki,nM,1400.0
760,1518361,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL191809,=,nM,400.0,CHEMBL251,Homo sapiens,Ki,nM,400.0
761,1518367,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL193421,=,nM,2500.0,CHEMBL251,Homo sapiens,Ki,nM,2500.0
762,1518373,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL331382,=,nM,760.0,CHEMBL251,Homo sapiens,Ki,nM,760.0
763,1518379,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL364671,=,nM,2300.0,CHEMBL251,Homo sapiens,Ki,nM,2300.0
764,1518491,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL193692,=,nM,510.0,CHEMBL251,Homo sapiens,Ki,nM,510.0
765,1518497,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL119709,=,nM,2900.0,CHEMBL251,Homo sapiens,Ki,nM,2900.0
766,1518503,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL431733,=,nM,5400.0,CHEMBL251,Homo sapiens,Ki,nM,5400.0
767,1518509,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL417292,=,nM,860.0,CHEMBL251,Homo sapiens,Ki,nM,860.0
768,1518515,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL27809,=,nM,1600.0,CHEMBL251,Homo sapiens,Ki,nM,1600.0
769,1518630,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL280580,=,nM,6200.0,CHEMBL251,Homo sapiens,Ki,nM,6200.0
770,1518636,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL27376,=,nM,784.0,CHEMBL251,Homo sapiens,Ki,nM,784.0
771,1518642,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2368455,=,nM,1300.0,CHEMBL251,Homo sapiens,Ki,nM,1300.0
772,1523511,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL1161797,=,nM,5610.0,CHEMBL251,Homo sapiens,Ki,nM,5610.0
773,1523515,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL195140,=,nM,2020.0,CHEMBL251,Homo sapiens,Ki,nM,2020.0
774,1523519,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL193977,=,nM,2570.0,CHEMBL251,Homo sapiens,Ki,nM,2570.0
775,1523523,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL365172,=,nM,4160.0,CHEMBL251,Homo sapiens,Ki,nM,4160.0
776,1523531,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL2113094,=,nM,3580.0,CHEMBL251,Homo sapiens,Ki,nM,3580.0
777,1523640,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL372182,=,nM,2700.0,CHEMBL251,Homo sapiens,Ki,nM,2700.0
778,1523644,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL2115302,=,nM,2700.0,CHEMBL251,Homo sapiens,Ki,nM,2700.0
779,1523648,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL2113095,=,nM,349.0,CHEMBL251,Homo sapiens,Ki,nM,349.0
780,1523652,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL197103,=,nM,175.0,CHEMBL251,Homo sapiens,Ki,nM,175.0
781,1523660,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL2113096,=,nM,1670.0,CHEMBL251,Homo sapiens,Ki,nM,1670.0
782,1601984,CHEMBL884729,Binding affinity towards adenosine A2A receptor,B,CHEMBL17127,=,nM,2.3,CHEMBL251,Homo sapiens,Ki,nM,2.3
783,1601985,CHEMBL884729,Binding affinity towards adenosine A2A receptor,B,CHEMBL113142,=,nM,0.3,CHEMBL251,Homo sapiens,Ki,nM,0.3
784,1604900,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL198760,=,nM,3330.0,CHEMBL251,Homo sapiens,Ki,nM,3330.0
785,1604906,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL194401,=,nM,3360.0,CHEMBL251,Homo sapiens,Ki,nM,3360.0
786,1604908,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL194401,=,nM,5360.0,CHEMBL251,Homo sapiens,Ki,nM,5360.0
787,1604913,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL427178,=,nM,9140.0,CHEMBL251,Homo sapiens,Ki,nM,9140.0
788,1604919,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL195356,=,nM,720.0,CHEMBL251,Homo sapiens,Ki,nM,720.0
789,1604925,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL195357,=,nM,980.0,CHEMBL251,Homo sapiens,Ki,nM,980.0
790,1604931,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL194331,=,nM,50.0,CHEMBL251,Homo sapiens,Ki,nM,50.0
791,1604933,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL194331,=,nM,30.0,CHEMBL251,Homo sapiens,Ki,nM,30.0
792,1604935,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL195522,=,nM,210.0,CHEMBL251,Homo sapiens,Ki,nM,210.0
793,1604937,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL195522,=,nM,150.0,CHEMBL251,Homo sapiens,Ki,nM,150.0
794,1604939,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL382107,=,nM,8660.0,CHEMBL251,Homo sapiens,Ki,nM,8660.0
795,1604943,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL194756,=,nM,2868.0,CHEMBL251,Homo sapiens,Ki,nM,2868.0
796,1604945,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL194756,=,nM,1750.0,CHEMBL251,Homo sapiens,Ki,nM,1750.0
797,1604949,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL373317,=,nM,930.0,CHEMBL251,Homo sapiens,Ki,nM,930.0
798,1604951,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL373317,=,nM,830.0,CHEMBL251,Homo sapiens,Ki,nM,830.0
799,1604953,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL194704,=,nM,390.0,CHEMBL251,Homo sapiens,Ki,nM,390.0
800,1604955,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL194704,=,nM,360.0,CHEMBL251,Homo sapiens,Ki,nM,360.0
801,1604957,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL194860,=,nM,1430.0,CHEMBL251,Homo sapiens,Ki,nM,1430.0
802,1604959,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL194860,=,nM,640.0,CHEMBL251,Homo sapiens,Ki,nM,640.0
803,1604961,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL196665,=,nM,200.0,CHEMBL251,Homo sapiens,Ki,nM,200.0
804,1604963,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL196665,=,nM,115.0,CHEMBL251,Homo sapiens,Ki,nM,115.0
805,1604965,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL197359,=,nM,740.0,CHEMBL251,Homo sapiens,Ki,nM,740.0
806,1604967,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL197359,=,nM,2405.0,CHEMBL251,Homo sapiens,Ki,nM,2405.0
807,1604969,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL194956,=,nM,185.0,CHEMBL251,Homo sapiens,Ki,nM,185.0
808,1604971,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL194956,=,nM,159.0,CHEMBL251,Homo sapiens,Ki,nM,159.0
809,1604973,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL371131,=,nM,140.0,CHEMBL251,Homo sapiens,Ki,nM,140.0
810,1604975,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL371131,=,nM,150.0,CHEMBL251,Homo sapiens,Ki,nM,150.0
811,1604977,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL196138,=,nM,45.0,CHEMBL251,Homo sapiens,Ki,nM,45.0
812,1604979,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL196138,=,nM,35.0,CHEMBL251,Homo sapiens,Ki,nM,35.0
813,1604981,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL383134,=,nM,120.0,CHEMBL251,Homo sapiens,Ki,nM,120.0
814,1604983,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL383134,=,nM,115.0,CHEMBL251,Homo sapiens,Ki,nM,115.0
815,1604985,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL194696,=,nM,99.0,CHEMBL251,Homo sapiens,Ki,nM,99.0
816,1604991,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL193509,=,nM,146.0,CHEMBL251,Homo sapiens,Ki,nM,146.0
817,1604993,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL194457,=,nM,1644.0,CHEMBL251,Homo sapiens,Ki,nM,1644.0
818,1604995,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL263819,=,nM,588.0,CHEMBL251,Homo sapiens,Ki,nM,588.0
819,1604999,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL198769,=,nM,7140.0,CHEMBL251,Homo sapiens,Ki,nM,7140.0
820,1605003,CHEMBL884787,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,CHEMBL198874,=,nM,870.0,CHEMBL251,Homo sapiens,Ki,nM,870.0
821,1605005,CHEMBL884791,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,CHEMBL196306,=,nM,540.0,CHEMBL251,Homo sapiens,Ki,nM,540.0
